[Header]
"Application Name,LabSolutions"
"R.Time (min),Intensity"
"0.00850,58.00"
"0.02517,55.34"
"0.04183,57.16"
"0.05850,59.37"
"0.07517,59.46"
"0.09183,58.06"
"0.10850,57.99"
"0.12517,58.01"
"0.14183,58.01"
"0.15850,58.01"
"0.17517,58.00"
"0.19183,58.00"
"0.20850,58.00"
"0.22517,58.00"
"0.24183,58.00"
"0.25850,58.00"
"0.27517,58.00"
"0.29183,58.00"
"0.30850,58.00"
"0.32517,58.00"
"0.34183,58.00"
"0.35850,58.00"
"0.37517,58.00"
"0.39183,58.00"
"0.40850,58.00"
"0.42517,58.00"
"0.44183,58.00"
"0.45850,58.00"
"0.47517,58.00"
"0.49183,58.00"
"0.50850,58.00"
"0.52517,58.00"
"0.54183,58.00"
"0.55850,58.00"
"0.57517,58.00"
"0.59183,58.00"
"0.60850,58.00"
"0.62517,58.00"
"0.64183,58.00"
"0.65850,58.00"
"0.67517,58.00"
"0.69183,58.00"
"0.70850,58.00"
"0.72517,58.00"
"0.74183,58.00"
"0.75850,58.00"
"0.77517,58.00"
"0.79183,58.00"
"0.80850,58.00"
"0.82517,58.00"
"0.84183,58.00"
"0.85850,58.00"
"0.87517,58.00"
"0.89183,58.00"
"0.90850,58.00"
"0.92517,58.00"
"0.94183,58.00"
"0.95850,58.00"
"0.97517,58.00"
"0.99183,58.00"
"1.00850,58.00"
"1.02517,58.00"
"1.04183,58.00"
"1.05850,58.00"
"1.07517,58.00"
"1.09183,58.00"
"1.10850,58.00"
"1.12517,58.00"
"1.14183,58.00"
"1.15850,58.00"
"1.17517,58.00"
"1.19183,58.00"
"1.20850,58.00"
"1.22517,58.00"
"1.24183,58.00"
"1.25850,58.00"
"1.27517,58.00"
"1.29183,58.00"
"1.30850,58.00"
"1.32517,58.00"
"1.34183,58.00"
"1.35850,58.00"
"1.37517,58.00"
"1.39183,58.00"
"1.40850,58.00"
"1.42517,58.00"
"1.44183,58.00"
"1.45850,58.00"
"1.47517,58.00"
"1.49183,58.00"
"1.50850,58.00"
"1.52517,58.00"
"1.54183,58.00"
"1.55850,58.00"
"1.57517,58.00"
"1.59183,58.00"
"1.60850,58.00"
"1.62517,58.00"
"1.64183,58.00"
"1.65850,58.00"
"1.67517,58.01"
"1.69183,58.01"
"1.70850,58.00"
"1.72517,58.00"
"1.74183,58.00"
"1.75850,58.00"
"1.77517,58.00"
"1.79183,58.00"
"1.80850,58.00"
"1.82517,58.00"
"1.84183,58.00"
"1.85850,58.00"
"1.87517,58.00"
"1.89183,58.00"
"1.90850,58.00"
"1.92517,58.00"
"1.94183,58.00"
"1.95850,58.00"
"1.97517,58.00"
"1.99183,58.00"
"2.00850,58.00"
"2.02517,58.00"
"2.04183,58.00"
"2.05850,58.00"
"2.07517,58.00"
"2.09183,58.00"
"2.10850,58.00"
"2.12517,58.00"
"2.14183,58.00"
"2.15850,58.00"
"2.17517,58.00"
"2.19183,58.00"
"2.20850,58.00"
"2.22517,58.00"
"2.24183,58.00"
"2.25850,58.00"
"2.27517,58.00"
"2.29183,58.00"
"2.30850,58.00"
"2.32517,58.00"
"2.34183,58.00"
"2.35850,58.00"
"2.37517,57.99"
"2.39183,57.99"
"2.40850,58.00"
"2.42517,58.00"
"2.44183,58.00"
"2.45850,58.00"
"2.47517,58.00"
"2.49183,58.00"
"2.50850,57.99"
"2.52517,57.98"
"2.54183,58.00"
"2.55850,58.00"
"2.57517,58.00"
"2.59183,58.00"
"2.60850,58.00"
"2.62517,58.00"
"2.64183,58.00"
"2.65850,58.00"
"2.67517,58.00"
"2.69183,58.00"
"2.70850,58.00"
"2.72517,58.00"
"2.74183,58.00"
"2.75850,58.00"
"2.77517,58.00"
"2.79183,58.00"
"2.80850,58.00"
"2.82517,58.00"
"2.84183,58.00"
"2.85850,58.00"
"2.87517,58.00"
"2.89183,58.00"
"2.90850,58.00"
"2.92517,58.00"
"2.94183,58.00"
"2.95850,58.00"
"2.97517,58.00"
"2.99183,58.00"
"3.00850,58.00"
"3.02517,58.00"
"3.04183,58.00"
"3.05850,58.00"
"3.07517,58.00"
"3.09183,58.00"
"3.10850,58.00"
"3.12517,58.00"
"3.14183,58.00"
"3.15850,58.00"
"3.17517,58.00"
"3.19183,58.00"
"3.20850,58.00"
"3.22517,58.00"
"3.24183,58.00"
"3.25850,58.00"
"3.27517,58.00"
"3.29183,58.00"
"3.30850,58.00"
"3.32517,58.00"
"3.34183,58.00"
"3.35850,58.00"
"3.37517,58.00"
"3.39183,58.00"
"3.40850,58.00"
"3.42517,58.00"
"3.44183,58.00"
"3.45850,58.00"
"3.47517,58.00"
"3.49183,58.00"
"3.50850,58.00"
"3.52517,58.00"
"3.54183,58.00"
"3.55850,58.00"
"3.57517,58.00"
"3.59183,58.00"
"3.60850,58.00"
"3.62517,58.00"
"3.64183,58.00"
"3.65850,58.00"
"3.67517,58.00"
"3.69183,58.00"
"3.70850,58.00"
"3.72517,58.00"
"3.74183,58.00"
"3.75850,58.00"
"3.77517,58.00"
"3.79183,58.00"
"3.80850,58.00"
"3.82517,58.00"
"3.84183,58.00"
"3.85850,58.00"
"3.87517,58.00"
"3.89183,58.00"
"3.90850,58.00"
"3.92517,58.00"
"3.94183,58.00"
"3.95850,58.00"
"3.97517,58.00"
"3.99183,58.00"
"4.00850,58.00"
"4.02517,58.00"
"4.04183,58.00"
"4.05850,58.00"
"4.07517,58.00"
"4.09183,58.00"
"4.10850,58.00"
"4.12517,58.00"
"4.14183,58.00"
"4.15850,58.00"
"4.17517,58.00"
"4.19183,58.00"
"4.20850,58.00"
"4.22517,58.00"
"4.24183,58.00"
"4.25850,58.00"
"4.27517,58.00"
"4.29183,58.00"
"4.30850,58.00"
"4.32517,58.00"
"4.34183,58.00"
"4.35850,58.00"
"4.37517,58.00"
"4.39183,58.00"
"4.40850,58.00"
"4.42517,58.00"
"4.44183,58.00"
"4.45850,58.00"
"4.47517,58.00"
"4.49183,58.00"
"4.50850,58.00"
"4.52517,58.00"
"4.54183,58.00"
"4.55850,58.00"
"4.57517,58.00"
"4.59183,58.00"
"4.60850,58.00"
"4.62517,58.00"
"4.64183,58.00"
"4.65850,58.00"
"4.67517,58.00"
"4.69183,58.00"
"4.70850,58.00"
"4.72517,58.00"
"4.74183,58.00"
"4.75850,58.00"
"4.77517,58.00"
"4.79183,58.00"
"4.80850,58.00"
"4.82517,58.00"
"4.84183,58.00"
"4.85850,58.00"
"4.87517,58.00"
"4.89183,58.00"
"4.90850,58.00"
"4.92517,58.00"
"4.94183,58.00"
"4.95850,58.00"
"4.97517,58.00"
"4.99183,58.00"
"5.00850,58.00"
"5.02517,58.00"
"5.04183,58.00"
"5.05850,58.00"
"5.07517,58.00"
"5.09183,58.00"
"5.10850,58.00"
"5.12517,58.00"
"5.14183,58.00"
"5.15850,58.00"
"5.17517,58.00"
"5.19183,58.00"
"5.20850,58.00"
"5.22517,58.00"
"5.24183,58.00"
"5.25850,58.00"
"5.27517,58.00"
"5.29183,58.00"
"5.30850,58.00"
"5.32517,58.00"
"5.34183,58.00"
"5.35850,58.00"
"5.37517,58.00"
"5.39183,58.00"
"5.40850,58.00"
"5.42517,58.00"
"5.44183,58.00"
"5.45850,58.00"
"5.47517,58.00"
"5.49183,58.00"
"5.50850,58.00"
"5.52517,58.00"
"5.54183,58.00"
"5.55850,58.00"
"5.57517,58.00"
"5.59183,58.00"
"5.60850,58.00"
"5.62517,58.00"
"5.64183,58.00"
"5.65850,58.00"
"5.67517,58.00"
"5.69183,58.00"
"5.70850,58.00"
"5.72517,58.00"
"5.74183,58.00"
"5.75850,58.00"
"5.77517,58.00"
"5.79183,58.00"
"5.80850,58.00"
"5.82517,58.00"
"5.84183,58.00"
"5.85850,58.00"
"5.87517,58.00"
"5.89183,58.00"
"5.90850,58.00"
"5.92517,58.00"
"5.94183,58.00"
"5.95850,58.00"
"5.97517,58.00"
"5.99183,58.00"
"6.00850,58.00"
"6.02517,58.00"
"6.04183,58.00"
"6.05850,58.00"
"6.07517,58.00"
"6.09183,58.00"
"6.10850,58.00"
"6.12517,58.00"
"6.14183,58.00"
"6.15850,58.00"
"6.17517,58.00"
"6.19183,58.00"
"6.20850,58.00"
"6.22517,58.00"
"6.24183,58.00"
"6.25850,58.00"
"6.27517,58.00"
"6.29183,58.00"
"6.30850,58.00"
"6.32517,58.00"
"6.34183,58.00"
"6.35850,58.00"
"6.37517,58.00"
"6.39183,58.00"
"6.40850,58.00"
"6.42517,58.00"
"6.44183,58.00"
"6.45850,58.00"
"6.47517,58.00"
"6.49183,58.00"
"6.50850,58.00"
"6.52517,58.00"
"6.54183,58.00"
"6.55850,58.00"
"6.57517,58.00"
"6.59183,58.00"
"6.60850,58.00"
"6.62517,58.00"
"6.64183,58.00"
"6.65850,58.00"
"6.67517,58.00"
"6.69183,58.00"
"6.70850,58.00"
"6.72517,58.00"
"6.74183,58.00"
"6.75850,58.00"
"6.77517,58.00"
"6.79183,58.00"
"6.80850,58.00"
"6.82517,58.00"
"6.84183,58.00"
"6.85850,58.00"
"6.87517,58.00"
"6.89183,58.00"
"6.90850,58.00"
"6.92517,58.00"
"6.94183,58.00"
"6.95850,58.00"
"6.97517,58.00"
"6.99183,58.00"
"7.00850,58.00"
"7.02517,58.00"
"7.04183,58.00"
"7.05850,58.00"
"7.07517,58.00"
"7.09183,58.00"
"7.10850,58.00"
"7.12517,58.00"
"7.14183,58.00"
"7.15850,58.00"
"7.17517,58.00"
"7.19183,58.00"

[Status Trace (Carrier Gas Flow)]
"Interval(msec),1000"
"# of Points,432"
"Start Time(min),0.009"
"End Time(min),7.192"
"Intensity Units,"
"Intensity Multiplier,1"
"R.Time (min),Intensity"
"0.00850,34.52"
"0.02517,34.54"
"0.04183,34.55"
"0.05850,34.55"
"0.07517,34.50"
"0.09183,34.52"
"0.10850,34.52"
"0.12517,34.52"
"0.14183,34.52"
"0.15850,34.52"
"0.17517,34.52"
"0.19183,34.52"
"0.20850,34.52"
"0.22517,34.52"
"0.24183,34.52"
"0.25850,34.52"
"0.27517,34.52"
"0.29183,34.52"
"0.30850,34.52"
"0.32517,34.52"
"0.34183,34.52"
"0.35850,34.51"
"0.37517,34.52"
"0.39183,34.52"
"0.40850,34.52"
"0.42517,34.52"
"0.44183,34.52"
"0.45850,34.52"
"0.47517,34.52"
"0.49183,34.52"
"0.50850,34.52"
"0.52517,34.52"
"0.54183,34.52"
"0.55850,34.52"
"0.57517,34.52"
"0.59183,34.52"
"0.60850,34.52"
"0.62517,34.52"
"0.64183,34.52"
"0.65850,34.52"
"0.67517,34.52"
"0.69183,34.52"
"0.70850,34.52"
"0.72517,34.52"
"0.74183,34.52"
"0.75850,34.52"
"0.77517,34.52"
"0.79183,34.52"
"0.80850,34.52"
"0.82517,34.52"
"0.84183,34.52"
"0.85850,34.52"
"0.87517,34.52"
"0.89183,34.52"
"0.90850,34.52"
"0.92517,34.52"
"0.94183,34.52"
"0.95850,34.52"
"0.97517,34.52"
"0.99183,34.52"
"1.00850,34.51"
"1.02517,34.51"
"1.04183,34.50"
"1.05850,34.51"
"1.07517,34.51"
"1.09183,34.52"
"1.10850,34.52"
"1.12517,34.52"
"1.14183,34.52"
"1.15850,34.52"
"1.17517,34.52"
"1.19183,34.52"
"1.20850,34.52"
"1.22517,34.52"
"1.24183,34.52"
"1.25850,34.52"
"1.27517,34.52"
"1.29183,34.52"
"1.30850,34.52"
"1.32517,34.52"
"1.34183,34.52"
"1.35850,34.52"
"1.37517,34.52"
"1.39183,34.52"
"1.40850,34.52"
"1.42517,34.52"
"1.44183,34.52"
"1.45850,34.52"
"1.47517,34.52"
"1.49183,34.52"
"1.50850,34.52"
"1.52517,34.52"
"1.54183,34.52"
"1.55850,34.52"
"1.57517,34.52"
"1.59183,34.52"
"1.60850,34.52"
"1.62517,34.52"
"1.64183,34.52"
"1.65850,34.52"
"1.67517,34.52"
"1.69183,34.52"
"1.70850,34.53"
"1.72517,34.53"
"1.74183,34.51"
"1.75850,34.50"
"1.77517,34.52"
"1.79183,34.52"
"1.80850,34.52"
"1.82517,34.52"
"1.84183,34.52"
"1.85850,34.52"
"1.87517,34.52"
"1.89183,34.52"
"1.90850,34.52"
"1.92517,34.52"
"1.94183,34.52"
"1.95850,34.52"
"1.97517,34.52"
"1.99183,34.52"
"2.00850,34.52"
"2.02517,34.52"
"2.04183,34.52"
"2.05850,34.52"
"2.07517,34.52"
"2.09183,34.52"
"2.10850,34.52"
"2.12517,34.52"
"2.14183,34.52"
"2.15850,34.52"
"2.17517,34.52"
"2.19183,34.52"
"2.20850,34.52"
"2.22517,34.52"
"2.24183,34.52"
"2.25850,34.52"
"2.27517,34.52"
"2.29183,34.52"
"2.30850,34.52"
"2.32517,34.52"
"2.34183,34.52"
"2.35850,34.52"
"2.37517,34.52"
"2.39183,34.52"
"2.40850,34.52"
"2.42517,34.52"
"2.44183,34.51"
"2.45850,34.51"
"2.47517,34.52"
"2.49183,34.52"
"2.50850,34.46"
"2.52517,34.52"
"2.54183,34.52"
"2.55850,34.52"
"2.57517,34.52"
"2.59183,34.52"
"2.60850,34.52"
"2.62517,34.52"
"2.64183,34.52"
"2.65850,34.52"
"2.67517,34.52"
"2.69183,34.52"
"2.70850,34.51"
"2.72517,34.52"
"2.74183,34.52"
"2.75850,34.52"
"2.77517,34.52"
"2.79183,34.52"
"2.80850,34.52"
"2.82517,34.52"
"2.84183,34.52"
"2.85850,34.52"
"2.87517,34.52"
"2.89183,34.52"
"2.90850,34.52"
"2.92517,34.52"
"2.94183,34.52"
"2.95850,34.52"
"2.97517,34.52"
"2.99183,34.52"
"3.00850,34.52"
"3.02517,34.52"
"3.04183,34.52"
"3.05850,34.52"
"3.07517,34.52"
"3.09183,34.52"
"3.10850,34.52"
"3.12517,34.52"
"3.14183,34.52"
"3.15850,34.52"
"3.17517,34.52"
"3.19183,34.52"
"3.20850,34.52"
"3.22517,34.52"
"3.24183,34.52"
"3.25850,34.52"
"3.27517,34.52"
"3.29183,34.52"
"3.30850,34.52"
"3.32517,34.52"
"3.34183,34.52"
"3.35850,34.52"
"3.37517,34.52"
"3.39183,34.52"
"3.40850,34.52"
"3.42517,34.52"
"3.44183,34.52"
"3.45850,34.52"
"3.47517,34.53"
"3.49183,34.52"
"3.50850,34.52"
"3.52517,34.52"
"3.54183,34.52"
"3.55850,34.52"
"3.57517,34.52"
"3.59183,34.52"
"3.60850,34.52"
"3.62517,34.52"
"3.64183,34.52"
"3.65850,34.52"
"3.67517,34.52"
"3.69183,34.52"
"3.70850,34.52"
"3.72517,34.52"
"3.74183,34.52"
"3.75850,34.52"
"3.77517,34.52"
"3.79183,34.52"
"3.80850,34.52"
"3.82517,34.52"
"3.84183,34.52"
"3.85850,34.52"
"3.87517,34.52"
"3.89183,34.52"
"3.90850,34.52"
"3.92517,34.52"
"3.94183,34.52"
"3.95850,34.52"
"3.97517,34.52"
"3.99183,34.52"
"4.00850,34.52"
"4.02517,34.52"
"4.04183,34.52"
"4.05850,34.52"
"4.07517,34.52"
"4.09183,34.52"
"4.10850,34.52"
"4.12517,34.52"
"4.14183,34.52"
"4.15850,34.52"
"4.17517,34.52"
"4.19183,34.52"
"4.20850,34.52"
"4.22517,34.52"
"4.24183,34.53"
"4.25850,34.50"
"4.27517,34.53"
"4.29183,34.52"
"4.30850,34.52"
"4.32517,34.52"
"4.34183,34.52"
"4.35850,34.52"
"4.37517,34.52"
"4.39183,34.52"
"4.40850,34.52"
"4.42517,34.52"
"4.44183,34.52"
"4.45850,34.52"
"4.47517,34.52"
"4.49183,34.52"
"4.50850,34.52"
"4.52517,34.52"
"4.54183,34.52"
"4.55850,34.52"
"4.57517,34.52"
"4.59183,34.52"
"4.60850,34.52"
"4.62517,34.52"
"4.64183,34.52"
"4.65850,34.52"
"4.67517,34.52"
"4.69183,34.52"
"4.70850,34.52"
"4.72517,34.52"
"4.74183,34.52"
"4.75850,34.52"
"4.77517,34.52"
"4.79183,34.52"
"4.80850,34.52"
"4.82517,34.52"
"4.84183,34.52"
"4.85850,34.52"
"4.87517,34.52"
"4.89183,34.52"
"4.90850,34.51"
"4.92517,34.52"
"4.94183,34.53"
"4.95850,34.51"
"4.97517,34.52"
"4.99183,34.52"
"5.00850,34.52"
"5.02517,34.52"
"5.04183,34.52"
"5.05850,34.52"
"5.07517,34.52"
"5.09183,34.52"
"5.10850,34.52"
"5.12517,34.52"
"5.14183,34.52"
"5.15850,34.52"
"5.17517,34.52"
"5.19183,34.52"
"5.20850,34.52"
"5.22517,34.52"
"5.24183,34.52"
"5.25850,34.52"
"5.27517,34.52"
"5.29183,34.52"
"5.30850,34.52"
"5.32517,34.52"
"5.34183,34.52"
"5.35850,34.52"
"5.37517,34.52"
"5.39183,34.52"
"5.40850,34.52"
"5.42517,34.52"
"5.44183,34.52"
"5.45850,34.52"
"5.47517,34.52"
"5.49183,34.52"
"5.50850,34.52"
"5.52517,34.52"
"5.54183,34.52"
"5.55850,34.51"
"5.57517,34.51"
"5.59183,34.52"
"5.60850,34.52"
"5.62517,34.51"
"5.64183,34.52"
"5.65850,34.52"
"5.67517,34.52"
"5.69183,34.52"
"5.70850,34.52"
"5.72517,34.52"
"5.74183,34.52"
"5.75850,34.52"
"5.77517,34.52"
"5.79183,34.52"
"5.80850,34.52"
"5.82517,34.52"
"5.84183,34.52"
"5.85850,34.52"
"5.87517,34.52"
"5.89183,34.52"
"5.90850,34.52"
"5.92517,34.52"
"5.94183,34.52"
"5.95850,34.52"
"5.97517,34.52"
"5.99183,34.52"
"6.00850,34.52"
"6.02517,34.52"
"6.04183,34.52"
"6.05850,34.52"
"6.07517,34.52"
"6.09183,34.52"
"6.10850,34.52"
"6.12517,34.52"
"6.14183,34.52"
"6.15850,34.52"
"6.17517,34.52"
"6.19183,34.52"
"6.20850,34.52"
"6.22517,34.52"
"6.24183,34.52"
"6.25850,34.52"
"6.27517,34.51"
"6.29183,34.52"
"6.30850,34.53"
"6.32517,34.51"
"6.34183,34.51"
"6.35850,34.52"
"6.37517,34.51"
"6.39183,34.52"
"6.40850,34.52"
"6.42517,34.52"
"6.44183,34.52"
"6.45850,34.52"
"6.47517,34.52"
"6.49183,34.52"
"6.50850,34.52"
"6.52517,34.52"
"6.54183,34.52"
"6.55850,34.52"
"6.57517,34.52"
"6.59183,34.52"
"6.60850,34.52"
"6.62517,34.52"
"6.64183,34.52"
"6.65850,34.52"
"6.67517,34.52"
"6.69183,34.52"
"6.70850,34.52"
"6.72517,34.52"
"6.74183,34.52"
"6.75850,34.52"
"6.77517,34.52"
"6.79183,34.52"
"6.80850,34.52"
"6.82517,34.52"
"6.84183,34.52"
"6.85850,34.52"
"6.87517,34.52"
"6.89183,34.52"
"6.90850,34.52"
"6.92517,34.52"
"6.94183,34.52"
"6.95850,34.52"
"6.97517,34.52"
"6.99183,34.52"
"7.00850,34.52"
"7.02517,34.52"
"7.04183,34.52"
"7.05850,34.52"
"7.07517,34.52"
"7.09183,34.52"
"7.10850,34.52"
"7.12517,34.51"
"7.14183,34.51"
"7.15850,34.53"
"7.17517,34.51"
"7.19183,34.52"

[Status Trace (Column Flow)]
"Interval(msec),1000"
"# of Points,432"
"Start Time(min),0.009"
"End Time(min),7.192"
"Intensity Units,"
"Intensity Multiplier,1"
"R.Time (min),Intensity"
"0.00850,5.55"
"0.02517,5.24"
"0.04183,5.46"
"0.05850,5.72"
"0.07517,5.73"
"0.09183,5.56"
"0.10850,5.55"
"0.12517,5.56"
"0.14183,5.55"
"0.15850,5.55"
"0.17517,5.55"
"0.19183,5.55"
"0.20850,5.55"
"0.22517,5.55"
"0.24183,5.55"
"0.25850,5.55"
"0.27517,5.55"
"0.29183,5.55"
"0.30850,5.55"
"0.32517,5.55"
"0.34183,5.55"
"0.35850,5.55"
"0.37517,5.55"
"0.39183,5.55"
"0.40850,5.55"
"0.42517,5.55"
"0.44183,5.55"
"0.45850,5.55"
"0.47517,5.55"
"0.49183,5.55"
"0.50850,5.55"
"0.52517,5.55"
"0.54183,5.55"
"0.55850,5.55"
"0.57517,5.55"
"0.59183,5.55"
"0.60850,5.55"
"0.62517,5.55"
"0.64183,5.55"
"0.65850,5.55"
"0.67517,5.55"
"0.69183,5.55"
"0.70850,5.55"
"0.72517,5.55"
"0.74183,5.55"
"0.75850,5.55"
"0.77517,5.55"
"0.79183,5.55"
"0.80850,5.55"
"0.82517,5.55"
"0.84183,5.55"
"0.85850,5.55"
"0.87517,5.55"
"0.89183,5.55"
"0.90850,5.55"
"0.92517,5.55"
"0.94183,5.55"
"0.95850,5.55"
"0.97517,5.55"
"0.99183,5.55"
"1.00850,5.55"
"1.02517,5.55"
"1.04183,5.55"
"1.05850,5.55"
"1.07517,5.55"
"1.09183,5.55"
"1.10850,5.55"
"1.12517,5.55"
"1.14183,5.55"
"1.15850,5.55"
"1.17517,5.55"
"1.19183,5.55"
"1.20850,5.55"
"1.22517,5.55"
"1.24183,5.55"
"1.25850,5.55"
"1.27517,5.55"
"1.29183,5.55"
"1.30850,5.55"
"1.32517,5.55"
"1.34183,5.55"
"1.35850,5.55"
"1.37517,5.55"
"1.39183,5.55"
"1.40850,5.55"
"1.42517,5.55"
"1.44183,5.55"
"1.45850,5.55"
"1.47517,5.55"
"1.49183,5.55"
"1.50850,5.55"
"1.52517,5.55"
"1.54183,5.55"
"1.55850,5.55"
"1.57517,5.55"
"1.59183,5.55"
"1.60850,5.55"
"1.62517,5.55"
"1.64183,5.54"
"1.65850,5.53"
"1.67517,5.52"
"1.69183,5.51"
"1.70850,5.50"
"1.72517,5.49"
"1.74183,5.48"
"1.75850,5.47"
"1.77517,5.46"
"1.79183,5.45"
"1.80850,5.44"
"1.82517,5.43"
"1.84183,5.42"
"1.85850,5.41"
"1.87517,5.40"
"1.89183,5.39"
"1.90850,5.38"
"1.92517,5.37"
"1.94183,5.36"
"1.95850,5.35"
"1.97517,5.34"
"1.99183,5.33"
"2.00850,5.32"
"2.02517,5.31"
"2.04183,5.30"
"2.05850,5.29"
"2.07517,5.28"
"2.09183,5.27"
"2.10850,5.26"
"2.12517,5.25"
"2.14183,5.24"
"2.15850,5.23"
"2.17517,5.23"
"2.19183,5.22"
"2.20850,5.21"
"2.22517,5.20"
"2.24183,5.19"
"2.25850,5.18"
"2.27517,5.17"
"2.29183,5.16"
"2.30850,5.15"
"2.32517,5.14"
"2.34183,5.13"
"2.35850,5.12"
"2.37517,5.12"
"2.39183,5.12"
"2.40850,5.12"
"2.42517,5.12"
"2.44183,5.12"
"2.45850,5.12"
"2.47517,5.12"
"2.49183,5.12"
"2.50850,5.12"
"2.52517,5.11"
"2.54183,5.12"
"2.55850,5.12"
"2.57517,5.11"
"2.59183,5.11"
"2.60850,5.11"
"2.62517,5.11"
"2.64183,5.11"
"2.65850,5.11"
"2.67517,5.11"
"2.69183,5.11"
"2.70850,5.11"
"2.72517,5.11"
"2.74183,5.11"
"2.75850,5.11"
"2.77517,5.11"
"2.79183,5.11"
"2.80850,5.11"
"2.82517,5.11"
"2.84183,5.11"
"2.85850,5.11"
"2.87517,5.11"
"2.89183,5.11"
"2.90850,5.11"
"2.92517,5.11"
"2.94183,5.11"
"2.95850,5.11"
"2.97517,5.11"
"2.99183,5.11"
"3.00850,5.11"
"3.02517,5.11"
"3.04183,5.11"
"3.05850,5.11"
"3.07517,5.11"
"3.09183,5.11"
"3.10850,5.11"
"3.12517,5.11"
"3.14183,5.11"
"3.15850,5.11"
"3.17517,5.11"
"3.19183,5.11"
"3.20850,5.11"
"3.22517,5.11"
"3.24183,5.11"
"3.25850,5.11"
"3.27517,5.11"
"3.29183,5.11"
"3.30850,5.11"
"3.32517,5.11"
"3.34183,5.11"
"3.35850,5.11"
"3.37517,5.11"
"3.39183,5.11"
"3.40850,5.11"
"3.42517,5.11"
"3.44183,5.11"
"3.45850,5.11"
"3.47517,5.11"
"3.49183,5.11"
"3.50850,5.11"
"3.52517,5.11"
"3.54183,5.11"
"3.55850,5.11"
"3.57517,5.11"
"3.59183,5.11"
"3.60850,5.11"
"3.62517,5.11"
"3.64183,5.11"
"3.65850,5.11"
"3.67517,5.11"
"3.69183,5.11"
"3.70850,5.11"
"3.72517,5.11"
"3.74183,5.11"
"3.75850,5.11"
"3.77517,5.11"
"3.79183,5.11"
"3.80850,5.11"
"3.82517,5.11"
"3.84183,5.11"
"3.85850,5.11"
"3.87517,5.11"
"3.89183,5.11"
"3.90850,5.11"
"3.92517,5.11"
"3.94183,5.11"
"3.95850,5.11"
"3.97517,5.11"
"3.99183,5.11"
"4.00850,5.11"
"4.02517,5.11"
"4.04183,5.11"
"4.05850,5.11"
"4.07517,5.11"
"4.09183,5.11"
"4.10850,5.11"
"4.12517,5.11"
"4.14183,5.11"
"4.15850,5.11"
"4.17517,5.11"
"4.19183,5.11"
"4.20850,5.11"
"4.22517,5.11"
"4.24183,5.11"
"4.25850,5.11"
"4.27517,5.11"
"4.29183,5.11"
"4.30850,5.11"
"4.32517,5.11"
"4.34183,5.11"
"4.35850,5.11"
"4.37517,5.11"
"4.39183,5.11"
"4.40850,5.11"
"4.42517,5.11"
"4.44183,5.11"
"4.45850,5.11"
"4.47517,5.11"
"4.49183,5.11"
"4.50850,5.11"
"4.52517,5.11"
"4.54183,5.11"
"4.55850,5.11"
"4.57517,5.11"
"4.59183,5.11"
"4.60850,5.11"
"4.62517,5.11"
"4.64183,5.11"
"4.65850,5.11"
"4.67517,5.11"
"4.69183,5.11"
"4.70850,5.11"
"4.72517,5.11"
"4.74183,5.11"
"4.75850,5.11"
"4.77517,5.11"
"4.79183,5.11"
"4.80850,5.11"
"4.82517,5.11"
"4.84183,5.11"
"4.85850,5.11"
"4.87517,5.11"
"4.89183,5.11"
"4.90850,5.11"
"4.92517,5.11"
"4.94183,5.11"
"4.95850,5.11"
"4.97517,5.11"
"4.99183,5.11"
"5.00850,5.11"
"5.02517,5.11"
"5.04183,5.11"
"5.05850,5.11"
"5.07517,5.11"
"5.09183,5.11"
"5.10850,5.11"
"5.12517,5.11"
"5.14183,5.11"
"5.15850,5.11"
"5.17517,5.11"
"5.19183,5.11"
"5.20850,5.11"
"5.22517,5.11"
"5.24183,5.11"
"5.25850,5.11"
"5.27517,5.11"
"5.29183,5.11"
"5.30850,5.11"
"5.32517,5.11"
"5.34183,5.11"
"5.35850,5.11"
"5.37517,5.11"
"5.39183,5.11"
"5.40850,5.11"
"5.42517,5.11"
"5.44183,5.11"
"5.45850,5.11"
"5.47517,5.11"
"5.49183,5.11"
"5.50850,5.11"
"5.52517,5.11"
"5.54183,5.11"
"5.55850,5.11"
"5.57517,5.11"
"5.59183,5.11"
"5.60850,5.11"
"5.62517,5.11"
"5.64183,5.11"
"5.65850,5.11"
"5.67517,5.11"
"5.69183,5.11"
"5.70850,5.11"
"5.72517,5.11"
"5.74183,5.11"
"5.75850,5.11"
"5.77517,5.11"
"5.79183,5.11"
"5.80850,5.11"
"5.82517,5.11"
"5.84183,5.11"
"5.85850,5.11"
"5.87517,5.11"
"5.89183,5.11"
"5.90850,5.11"
"5.92517,5.11"
"5.94183,5.11"
"5.95850,5.11"
"5.97517,5.11"
"5.99183,5.11"
"6.00850,5.11"
"6.02517,5.11"
"6.04183,5.11"
"6.05850,5.11"
"6.07517,5.11"
"6.09183,5.11"
"6.10850,5.11"
"6.12517,5.11"
"6.14183,5.11"
"6.15850,5.11"
"6.17517,5.11"
"6.19183,5.11"
"6.20850,5.11"
"6.22517,5.11"
"6.24183,5.11"
"6.25850,5.11"
"6.27517,5.11"
"6.29183,5.11"
"6.30850,5.11"
"6.32517,5.11"
"6.34183,5.11"
"6.35850,5.11"
"6.37517,5.11"
"6.39183,5.11"
"6.40850,5.11"
"6.42517,5.11"
"6.44183,5.11"
